iter	Logloss
193	0.2674955604
194	0.2669694761
195	0.2666469368
196	0.2662832555
197	0.265876469
198	0.2652140473
199	0.2647492815
200	0.2639203689
201	0.2634184072
202	0.2628168992
203	0.2624725038
204	0.2621137603
205	0.261657737
206	0.2610909558
207	0.260484773
208	0.2600779056
209	0.2598346959
210	0.2595804569
211	0.2589332737
212	0.258412876
213	0.2576532756
214	0.2573393978
215	0.2570130944
216	0.2569856933
217	0.2565237203
218	0.2563137196
219	0.2554962815
220	0.2551935543
221	0.254609005
222	0.2540780638
223	0.2534722048
224	0.2529794713
225	0.2527666172
226	0.252332369
227	0.2519561811
228	0.2516056134
229	0.2511985639
230	0.2505286746
231	0.2501480548
232	0.24984041
233	0.2494924934
234	0.2490063977
235	0.2487581286
236	0.2483552682
237	0.2478806065
238	0.2475855492
239	0.2470796616
240	0.2465701313
241	0.2465172314
242	0.2462252704
243	0.245717177
244	0.2452788004
245	0.2449895714
246	0.2448909559
247	0.2443581934
248	0.24411041
249	0.2438840376
250	0.243466485
251	0.2431643447
252	0.242909276
253	0.2426282228
254	0.2422808728
255	0.2420193889
256	0.2417631262
257	0.2414169095
258	0.2411724046
259	0.2408238808
260	0.240232633
261	0.2400085676
262	0.2396361236
263	0.2393126938
264	0.2388761791
265	0.2387125012
266	0.2383540613
267	0.2380667346
268	0.2377991593
269	0.2375209798
270	0.2370325366
271	0.2367903589
272	0.236382763
273	0.236081493
274	0.235820171
275	0.2354742578
276	0.2352583075
277	0.2349947594
278	0.234787086
279	0.2345886206
280	0.234297975
281	0.233841041
282	0.233621286
283	0.2332874949
284	0.2329851523
285	0.2327027432
286	0.2324252315
287	0.2322246816
288	0.2319770602
289	0.2317735961
290	0.2315037948
291	0.2311818424
292	0.2310271296
293	0.2306944312
294	0.2304157053
295	0.2301968408
296	0.2299384128
297	0.2296203864
298	0.2293526492
299	0.2290903154
300	0.2286043006
301	0.228277127
302	0.2282533686
303	0.2281082077
304	0.2278601815
305	0.227608371
306	0.227410796
307	0.227121142
308	0.2269445529
309	0.2267142746
310	0.2265591368
311	0.2264474684
312	0.226160425
313	0.2259004994
314	0.2257124156
315	0.225090205
316	0.2248181168
317	0.22468184
318	0.2243727382
319	0.2239874841
320	0.2238105307
321	0.223672048
322	0.2235186304
323	0.2234852594
324	0.2232920758
325	0.22296642
326	0.2228806348
327	0.2226617096
328	0.2224601074
329	0.2222682797
330	0.2218549769
331	0.2214542616
332	0.221251607
333	0.2209357865
334	0.2208012703
335	0.2206122151
336	0.2203401472
337	0.2201847666
338	0.2199374891
339	0.2197305848
340	0.2195309253
341	0.2193166951
342	0.2190562838
343	0.2187964594
344	0.2186491534
345	0.2184610695
346	0.2182997189
347	0.2182057782
348	0.2178970609
349	0.21748307
350	0.2173310488
351	0.2171181947
352	0.2168783848
353	0.2165909771
354	0.2163708782
355	0.2160501805
356	0.2157422726
357	0.2156026365
358	0.2154432084
359	0.2152068186
360	0.2150506487
361	0.2148337674
362	0.2143612103
363	0.2139406424
364	0.2138047501
365	0.2135832548
366	0.213447747
367	0.2133148903
368	0.2131260375
369	0.2128954152
370	0.2126154953
371	0.2123016377
372	0.212017124
373	0.2118373172
374	0.2117065044
375	0.2116007452
376	0.2114161421
377	0.2112115853
378	0.2109604021
379	0.2107706588
380	0.2105849832
381	0.21053692
382	0.210348816
383	0.210164476
384	0.2099981269
385	0.2098448306
386	0.2096212711
387	0.2094727711
388	0.2090972713
389	0.2088695429
390	0.2086680621
391	0.2084523951
392	0.2083049676
393	0.2077214706
394	0.2075382235
395	0.2072267944
396	0.2068522052
397	0.2066439045
398	0.2064737508
399	0.2062550279
400	0.2061062851
401	0.2059805316
402	0.2058684988
403	0.2057383337
404	0.205476951
405	0.2053323365
406	0.2051261202
407	0.2049420231
408	0.2046647542
409	0.2044405471
410	0.2042156115
411	0.2039964839
412	0.2038201376
413	0.2035508624
414	0.2034099311
415	0.2032365597
416	0.2029277209
417	0.2026195095
418	0.2023605351
419	0.2021411444
420	0.2018285011
421	0.2014101188
422	0.2013153078
423	0.2011807714
424	0.2010426328
425	0.2008895187
426	0.2006138486
427	0.200336337
428	0.2001039541
429	0.1998976163
430	0.199696601
431	0.1995079708
432	0.1993790603
433	0.1991564519
434	0.1990290795
435	0.198921762
436	0.198768061
437	0.1986780261
438	0.1984681266
439	0.1984467764
440	0.1982877126
441	0.1981215659
442	0.1979592237
443	0.1978369914
444	0.1976258575
445	0.1974624023
446	0.19730091
447	0.1971303515
448	0.1969644881
449	0.1968571504
450	0.1967300207
451	0.196419988
452	0.1962851885
453	0.1961938786
454	0.1957919289
455	0.1955703931
456	0.19523814
457	0.1949046726
458	0.1946794739
459	0.1945684126
460	0.1943592417
461	0.1941222649
462	0.1939910677
463	0.1936748221
464	0.1935711069
465	0.1934327659
466	0.1933169691
467	0.1931338231
468	0.1928087542
469	0.1926177157
470	0.1924244107
471	0.192160721
472	0.1920425969
473	0.1918326367
474	0.1916430149
475	0.1913530574
476	0.1913432221
477	0.1910814347
478	0.1908313038
479	0.190639294
480	0.1904779029
481	0.190255841
482	0.1900961498
483	0.1900881764
484	0.1899221713
485	0.189761529
486	0.1895882182
487	0.1894240142
488	0.1892087722
489	0.188906551
490	0.1888363281
491	0.1886316499
492	0.1885037108
493	0.1882942161
494	0.1879678722
495	0.1877376749
496	0.187576891
497	0.1874633607
498	0.1871885405
499	0.1869192451
500	0.1867554863
501	0.1866543614
502	0.1864634444
503	0.1862683585
504	0.1861120065
505	0.1859374208
506	0.1857872209
507	0.185566272
508	0.1853050714
509	0.1851898412
510	0.1850285716
511	0.1849108522
512	0.1847643962
513	0.1846202471
514	0.1844063812
515	0.1841989507
516	0.1839824944
517	0.183774821
518	0.1835542364
519	0.1834188905
520	0.1832495462
521	0.1830737261
522	0.1829418205
523	0.1826962835
524	0.1825357019
525	0.182353244
526	0.1819246015
527	0.1817777002
528	0.1815271444
529	0.1814303502
530	0.1813429258
531	0.1812250041
532	0.1809619822
533	0.1807791803
534	0.1805776388
535	0.1802913644
536	0.1801499069
537	0.1800466166
538	0.179920337
539	0.1797207989
540	0.1795589019
541	0.17932148
542	0.1791196147
543	0.1787839415
544	0.178621316
545	0.1784803037
546	0.178325085
547	0.1780760874
548	0.1779350346
549	0.1776371442
550	0.1774074528
551	0.1773065505
552	0.177185573
553	0.177088536
554	0.176918362
555	0.176684178
556	0.1765415872
557	0.1764505809
558	0.1763270332
559	0.1761000536
560	0.1758041059
561	0.1756976182
562	0.1755618473
563	0.1754686958
564	0.1753020229
565	0.175149435
566	0.1749223947
567	0.1747731459
568	0.1746179676
569	0.174491607
570	0.1743389179
571	0.1741546791
572	0.1739912037
573	0.1738186822
574	0.1736828506
575	0.1735365767
576	0.1733913146
577	0.1732237512
578	0.1730869482
579	0.1728804891
580	0.1727251894
581	0.1723973885
582	0.1722650782
583	0.172168709
584	0.1720294371
585	0.1719404342
586	0.1718489017
587	0.1717032551
588	0.1714646594
589	0.1713979983
590	0.1712632191
591	0.1711192927
592	0.170859873
593	0.1707105837
594	0.1706097826
595	0.1704689929
596	0.1703076423
597	0.1700908825
598	0.1699636112
599	0.1698645303
600	0.1696725609
601	0.1695922296
602	0.1694453182
603	0.1692587724
604	0.1690516151
605	0.1687772908
606	0.1686768033
607	0.1684952763
608	0.1683399766
609	0.1682294415
610	0.1680848371
611	0.1679214932
612	0.1677875537
613	0.1676673048
614	0.1675375646
615	0.167406003
616	0.1672387432
617	0.1670522581
618	0.166879858
619	0.1666959026
620	0.1664991067
621	0.1663348925
622	0.16611022
623	0.1659414727
624	0.1658061875
625	0.1656774086
626	0.1654879284
627	0.1652965661
628	0.165134912
629	0.1649619655
630	0.1648505804
631	0.1645760335
632	0.1644184065
633	0.1642143455
634	0.164104984
635	0.1639705893
636	0.1638254385
637	0.1636961132
638	0.1635286915
639	0.1633600049
640	0.1630954146
641	0.163002253
642	0.1629231158
643	0.162730003
644	0.1626176667
645	0.1624788198
646	0.162360038
647	0.1622117809
648	0.1617416118
649	0.1616118108
650	0.1615311457
651	0.1613696736
652	0.1612242396
653	0.1611030293
654	0.1609728338
655	0.160873004
656	0.1607161258
657	0.1606003594
658	0.1604624029
659	0.1603839638
660	0.1602295242
661	0.1600341348
662	0.1598726628
663	0.1596255776
664	0.1594385259
665	0.1592277461
666	0.1590391462
667	0.158852307
668	0.1586215127
669	0.1584684391
670	0.1583680528
671	0.1581988502
672	0.1579881716
673	0.1577525103
674	0.1576332934
675	0.157442255
676	0.1573020927
677	0.1571633065
678	0.1570624042
679	0.1569273416
680	0.1567990686
681	0.1566486562
682	0.1565577915
683	0.1563342927
684	0.1562213088
685	0.1560608891
686	0.1559159306
687	0.155815514
688	0.1556275516
689	0.1554428271
690	0.1552108895
691	0.1549912559
692	0.1548454272
693	0.1547357825
694	0.1546710642
695	0.1544578661
696	0.1543142027
697	0.1541490476
698	0.1539736322
699	0.1538448937
700	0.1537313938
701	0.1535409827
702	0.1533628353
703	0.1531777465
704	0.1530338201
705	0.1528352737
706	0.1526920859
707	0.1524710055
708	0.1523379464
709	0.1522350608
710	0.1521762315
711	0.1520226925
712	0.1518914952
713	0.1517169905
714	0.1516070928
715	0.1513222654
716	0.1511025509
717	0.1510058984
718	0.15095227
719	0.1508091126
720	0.1506527403
721	0.150527341
722	0.1503278536
723	0.1501887436
724	0.1500323915
725	0.1499461409
726	0.1498248801
727	0.1497440732
728	0.1496065013
729	0.1494501492
730	0.149297359
731	0.1492066562
732	0.1491053997
733	0.1489455163
734	0.1488373388
735	0.1486768584
736	0.1485184017
737	0.1483832177
738	0.1483120741
739	0.1481481635
740	0.148005593
741	0.1478483708
742	0.147737704
743	0.1475980072
744	0.1475390463
745	0.147448131
746	0.1473650576
747	0.1472224264
748	0.1470942647
749	0.1469278751
750	0.1467824916
751	0.1466606034
752	0.146586151
753	0.1464306084
754	0.1463616302
755	0.1462876534
756	0.1461869433
757	0.1460833192
758	0.1459938002
759	0.145912872
760	0.1457544052
761	0.1456082324
762	0.1455239043
763	0.1453995371
764	0.1453060416
765	0.1451617408
766	0.1450318589
767	0.1448071256
768	0.1447247504
769	0.1445827566
770	0.1445251213
771	0.1443479251
772	0.1442750512
773	0.1441002935
774	0.1439713425
775	0.1438334974
776	0.1437742329
777	0.1436340807
778	0.1435487711
779	0.1434484557
780	0.1432889568
781	0.1431359743
782	0.1430381986
783	0.142895193
784	0.142796709
785	0.1426677581
786	0.1425590847
787	0.1424796742
788	0.1423437212
789	0.142237871
790	0.142121639
791	0.1419944082
792	0.1419055167
793	0.1417738236
794	0.1416202036
795	0.1415134325
796	0.1413409616
797	0.1411978548
798	0.1410450443
799	0.1409137458
800	0.1408372697
801	0.1407317331
802	0.1405418684
803	0.1403969099
804	0.1402384633
805	0.1401091684
806	0.1399824536
807	0.1398287729
808	0.139741733
809	0.139579745
810	0.1394706466
811	0.1394099454
812	0.1392421391
813	0.1391060242
814	0.1389875359
815	0.1388097831
816	0.1386342665
817	0.1385600671
818	0.1384342327
819	0.1382968631
820	0.1381589774
821	0.1380098399
822	0.1378503309
823	0.1377663873
824	0.1376394702
825	0.1375381227
826	0.1374297225
827	0.1373778346
828	0.1372510894
829	0.1371160471
830	0.1369756521
831	0.136812723
832	0.1367523658
833	0.1366380867
834	0.1365066668
835	0.1364180991
836	0.1363205662
837	0.1362070765
838	0.1361085824
839	0.1359808962
840	0.1358388215
841	0.1357059041
842	0.1356287905
843	0.1355322898
844	0.1354943249
845	0.1353895574
846	0.1352585017
847	0.1351706929
848	0.1351087571
849	0.1350314007
850	0.1349015593
851	0.134768824
852	0.1346522987
853	0.1345145142
854	0.1343935367
855	0.1342861079
856	0.134169876
857	0.1340638132
858	0.1339555345
859	0.1338577082
860	0.1337874551
861	0.1336730243
862	0.1335435269
863	0.1334738606
864	0.1334377879
865	0.1333452739
866	0.1332071758
867	0.1331020034
868	0.1330163093
869	0.1329201021
870	0.132869914
871	0.1327523059
872	0.1326802921
873	0.1325359508
874	0.1325068397
875	0.1324090135
876	0.132344882
877	0.1323026876
878	0.132200814
879	0.1321149377
880	0.1320003652
881	0.1318663752
882	0.131834775
883	0.1317823507
884	0.1316874892
885	0.1316099102
886	0.1315413468
887	0.1314263999
888	0.1312841734
889	0.1311696111
890	0.1311012703
891	0.1309924755
892	0.1308562898
893	0.1307223706
894	0.1306137984
895	0.1305378688
896	0.1304541377
897	0.130369253
898	0.1302402414
899	0.1301043997
900	0.1299986101
901	0.1298814068
902	0.1297620381
903	0.1296275321
904	0.129585196
905	0.1294380114
906	0.1293302791
907	0.1292767924
908	0.1291590528
909	0.129046504
910	0.1289227945
911	0.1288541603
912	0.1287584994
913	0.1286358624
914	0.128524194
915	0.1284662956
916	0.128351976
917	0.1282774832
918	0.1282231465
919	0.1280717121
920	0.1279506536
921	0.1279027018
922	0.1277865306
923	0.1276763495
924	0.1275853938
925	0.1274668852
926	0.1273841052
927	0.1272816346
928	0.127176867
929	0.1271533818
930	0.1270605844
931	0.1269483696
932	0.1268249535
933	0.1267064955
934	0.1266018898
935	0.1265277612
936	0.1264145143
937	0.1263574962
938	0.1262402625
939	0.1261938082
940	0.1260848313
941	0.1259727682
942	0.1258556357
943	0.1257477314
944	0.1257028758
945	0.1255847213
946	0.1254686311
947	0.1253653206
948	0.1253179556
949	0.1252233673
950	0.1251227989
951	0.125014166
952	0.1248942206
953	0.1248367168
954	0.1248134137
955	0.1247412481
956	0.1247180362
957	0.124603666
958	0.1245278679
959	0.1244147019
960	0.1243721432
961	0.1243105313
962	0.1242044382
963	0.1241123997
964	0.1240052644
965	0.1239838535
966	0.1237698662
967	0.1236883915
968	0.1236283884
969	0.1235262922
970	0.1233976043
971	0.1233037243
972	0.1231983799
973	0.1231614472
974	0.1230140501
975	0.1228546018
976	0.1227486199
977	0.1225957082
978	0.1224794257
979	0.1224174394
980	0.1222734118
981	0.1221642123
982	0.1220725887
983	0.1219699157
984	0.1218324955
985	0.1217439378
986	0.1216865048
987	0.1215358901
988	0.1214407351
989	0.121350437
990	0.1213240984
991	0.1211855652
992	0.1209996366
993	0.1208849427
994	0.1207809138
995	0.1207367463
996	0.1206101428
997	0.1205247624
998	0.1203944151
999	0.1202134345
