iter	Passed	Remaining
513	2557	2418
514	2562	2413
515	2566	2407
516	2571	2402
517	2576	2396
518	2581	2392
519	2585	2387
520	2590	2381
521	2595	2376
522	2599	2371
523	2604	2365
524	2608	2360
525	2613	2355
526	2618	2349
527	2622	2344
528	2627	2339
529	2632	2334
530	2636	2328
531	2640	2323
532	2645	2318
533	2649	2312
534	2654	2307
535	2659	2302
536	2663	2296
537	2668	2291
538	2672	2286
539	2677	2280
540	2681	2275
541	2686	2270
542	2691	2264
543	2696	2260
544	2701	2255
545	2706	2250
546	2710	2244
547	2715	2239
548	2720	2234
549	2725	2230
550	2730	2225
551	2735	2219
552	2739	2214
553	2743	2208
554	2748	2203
555	2752	2198
556	2756	2192
557	2761	2187
558	2765	2181
559	2769	2176
560	2774	2170
561	2779	2165
562	2783	2160
563	2787	2154
564	2791	2149
565	2796	2144
566	2800	2138
567	2805	2133
568	2810	2128
569	2815	2123
570	2819	2118
571	2825	2114
572	2829	2108
573	2834	2103
574	2838	2098
575	2843	2092
576	2847	2087
577	2851	2082
578	2856	2077
579	2860	2071
580	2865	2066
581	2870	2061
582	2874	2056
583	2879	2050
584	2883	2045
585	2888	2040
586	2893	2035
587	2897	2030
588	2901	2024
589	2906	2019
590	2909	2013
591	2913	2008
592	2918	2002
593	2922	1997
594	2927	1992
595	2931	1987
596	2936	1981
597	2940	1976
598	2945	1971
599	2950	1966
600	2954	1961
601	2960	1957
602	2964	1952
603	2969	1946
604	2974	1941
605	2978	1936
606	2983	1931
607	2988	1926
608	2992	1921
609	2997	1916
610	3002	1911
611	3006	1906
612	3011	1901
613	3016	1896
614	3020	1890
615	3025	1885
616	3029	1880
617	3033	1874
618	3037	1869
619	3042	1864
620	3046	1859
621	3051	1854
622	3055	1849
623	3060	1844
624	3065	1839
625	3069	1833
626	3073	1828
627	3078	1823
628	3083	1818
629	3087	1813
630	3092	1808
631	3097	1803
632	3102	1798
633	3107	1794
634	3112	1789
635	3117	1784
636	3123	1779
637	3127	1774
638	3132	1769
639	3136	1764
640	3141	1759
641	3146	1754
642	3150	1749
643	3155	1744
644	3159	1739
645	3164	1733
646	3169	1729
647	3174	1724
648	3179	1719
649	3184	1714
650	3189	1709
651	3194	1704
652	3198	1699
653	3203	1694
654	3207	1689
655	3212	1684
656	3217	1679
657	3221	1674
658	3226	1669
659	3230	1664
660	3235	1659
661	3240	1654
662	3244	1649
663	3249	1644
664	3253	1639
665	3258	1634
666	3263	1629
667	3268	1624
668	3273	1619
669	3277	1614
670	3283	1609
671	3287	1604
672	3292	1599
673	3297	1594
674	3301	1589
675	3306	1584
676	3311	1579
677	3315	1574
678	3320	1569
679	3324	1564
680	3329	1559
681	3334	1554
682	3339	1549
683	3344	1544
684	3349	1540
685	3353	1535
686	3358	1530
687	3363	1525
688	3367	1520
689	3372	1514
690	3376	1509
691	3381	1505
692	3386	1500
693	3391	1495
694	3396	1490
695	3401	1485
696	3406	1480
697	3411	1475
698	3415	1470
699	3420	1465
700	3425	1460
701	3430	1456
702	3435	1451
703	3441	1446
704	3446	1442
705	3451	1437
706	3456	1432
707	3461	1427
708	3466	1422
709	3471	1417
710	3476	1413
711	3481	1408
712	3486	1403
713	3491	1398
714	3495	1393
715	3500	1388
716	3505	1383
717	3510	1378
718	3514	1373
719	3519	1368
720	3524	1363
721	3528	1358
722	3533	1353
723	3538	1348
724	3542	1343
725	3547	1338
726	3552	1333
727	3557	1329
728	3562	1324
729	3567	1319
730	3572	1314
731	3577	1309
732	3582	1304
733	3587	1299
734	3591	1294
735	3596	1290
736	3601	1285
737	3606	1280
738	3610	1275
739	3616	1270
740	3621	1265
741	3625	1260
742	3631	1256
743	3638	1252
744	3649	1249
745	3656	1244
746	3661	1240
747	3667	1235
748	3672	1230
749	3677	1225
750	3682	1220
751	3686	1215
752	3691	1211
753	3697	1206
754	3701	1201
755	3706	1196
756	3711	1191
757	3716	1186
758	3721	1181
759	3727	1176
760	3731	1171
761	3736	1166
762	3741	1162
763	3746	1157
764	3750	1152
765	3755	1147
766	3760	1142
767	3764	1137
768	3769	1132
769	3774	1127
770	3779	1122
771	3784	1117
772	3789	1112
773	3793	1107
774	3798	1102
775	3803	1097
776	3808	1092
777	3812	1087
778	3817	1082
779	3821	1077
780	3826	1072
781	3830	1067
782	3835	1062
783	3839	1057
784	3844	1052
785	3848	1047
786	3853	1042
787	3858	1037
788	3862	1032
789	3867	1028
790	3871	1023
791	3876	1018
792	3880	1013
793	3885	1008
794	3890	1003
795	3894	998
796	3899	993
797	3904	988
798	3908	983
799	3913	978
800	3919	973
801	3924	968
802	3929	963
803	3933	959
804	3939	954
805	3943	949
806	3948	944
807	3953	939
808	3957	934
809	3962	929
810	3966	924
811	3970	919
812	3975	914
813	3980	909
814	3984	904
815	3989	899
816	3993	894
817	3998	889
818	4002	884
819	4007	879
820	4012	874
821	4016	869
822	4021	864
823	4025	859
824	4029	854
825	4034	849
826	4038	844
827	4043	839
828	4047	834
829	4051	829
830	4056	824
831	4060	819
832	4065	814
833	4069	810
834	4074	805
835	4079	800
836	4084	795
837	4089	790
838	4094	785
839	4099	780
840	4103	775
841	4109	771
842	4114	766
843	4120	761
844	4125	756
845	4130	751
846	4135	747
847	4141	742
848	4146	737
849	4151	732
850	4156	727
851	4161	722
852	4165	717
853	4170	712
854	4175	708
855	4179	703
856	4184	698
857	4189	693
858	4193	688
859	4198	683
860	4202	678
861	4207	673
862	4212	668
863	4216	663
864	4221	658
865	4226	654
866	4231	649
867	4235	644
868	4240	639
869	4244	634
870	4249	629
871	4254	624
872	4258	619
873	4263	614
874	4268	609
875	4273	604
876	4277	599
877	4281	594
878	4286	590
879	4291	585
880	4295	580
881	4300	575
882	4304	570
883	4309	565
884	4313	560
885	4318	555
886	4322	550
887	4326	545
888	4331	540
889	4336	535
890	4340	531
891	4344	526
892	4350	521
893	4354	516
894	4359	511
895	4364	506
896	4369	501
897	4374	496
898	4378	491
899	4383	487
900	4387	482
901	4392	477
902	4397	472
903	4401	467
904	4406	462
905	4410	457
906	4415	452
907	4419	447
908	4424	442
909	4429	438
910	4433	433
911	4438	428
912	4443	423
913	4447	418
914	4452	413
915	4457	408
916	4462	403
917	4466	398
918	4471	394
919	4475	389
920	4480	384
921	4485	379
922	4489	374
923	4494	369
924	4498	364
925	4503	359
926	4507	354
927	4512	350
928	4516	345
929	4521	340
930	4525	335
931	4530	330
932	4534	325
933	4538	320
934	4543	315
935	4548	310
936	4552	306
937	4557	301
938	4561	296
939	4566	291
940	4570	286
941	4575	281
942	4580	276
943	4584	271
944	4590	267
945	4595	262
946	4599	257
947	4604	252
948	4609	247
949	4614	242
950	4619	238
951	4623	233
952	4628	228
953	4632	223
954	4637	218
955	4641	213
956	4645	208
957	4650	203
958	4655	199
959	4659	194
960	4664	189
961	4668	184
962	4672	179
963	4677	174
964	4682	169
965	4687	164
966	4692	160
967	4697	155
968	4702	150
969	4707	145
970	4712	140
971	4717	135
972	4721	131
973	4726	126
974	4731	121
975	4735	116
976	4740	111
977	4744	106
978	4749	101
979	4753	97
980	4758	92
981	4762	87
982	4767	82
983	4771	77
984	4776	72
985	4780	67
986	4785	63
987	4789	58
988	4794	53
989	4798	48
990	4802	43
991	4807	38
992	4812	33
993	4817	29
994	4821	24
995	4826	19
996	4830	14
997	4835	9
998	4840	4
999	4844	0
