iter	Logloss
113	0.3239011606
114	0.3220966162
115	0.3214227402
116	0.3203510833
117	0.3189287171
118	0.3175653218
119	0.3163299263
120	0.3152885644
121	0.3139930647
122	0.3125082871
123	0.3114194894
124	0.3103381996
125	0.3090549231
126	0.3084454618
127	0.3080358017
128	0.3073197313
129	0.3062898843
130	0.3057982032
131	0.3051286377
132	0.3044023071
133	0.3038309928
134	0.3032294645
135	0.3023643477
136	0.3021540435
137	0.3013089412
138	0.3005951172
139	0.2995928129
140	0.298609147
141	0.2976740097
142	0.2969290002
143	0.2958863431
144	0.2949267392
145	0.2941434006
146	0.2932127357
147	0.2928627144
148	0.2919578721
149	0.2915058557
150	0.291074805
151	0.2900539837
152	0.2890730903
153	0.2884672111
154	0.2877907245
155	0.2871908152
156	0.2864843777
157	0.2858511176
158	0.2850445265
159	0.2843366522
160	0.2838297122
161	0.283211205
162	0.282518468
163	0.2817078902
164	0.2810187757
165	0.280124052
166	0.2797838052
167	0.2792543413
168	0.2785350937
169	0.2778997694
170	0.277237894
171	0.2767337266
172	0.2765333993
173	0.2760458262
174	0.2755392505
175	0.2746298347
176	0.2741262136
177	0.2734171857
178	0.2729248165
179	0.2725328841
180	0.2723861043
181	0.2717114592
182	0.2712262135
183	0.270780167
184	0.2703247103
185	0.269347581
186	0.2687882269
187	0.2682665948
188	0.2675712067
189	0.2666880587
190	0.2663683728
191	0.2660369697
192	0.2657168386
193	0.2651440066
194	0.2644283207
195	0.2640178713
196	0.2635152419
197	0.263141361
198	0.2625320414
199	0.2620257895
200	0.2614507517
201	0.2610550552
202	0.2606703677
203	0.260280459
204	0.2597224001
205	0.259121398
206	0.2588892782
207	0.2582193484
208	0.2579444878
209	0.2574341885
210	0.2569612874
211	0.2566921336
212	0.2561800737
213	0.255840434
214	0.2551633808
215	0.254665588
216	0.2543226497
217	0.2538846374
218	0.2533762606
219	0.2531302379
220	0.2524613604
221	0.2522277229
222	0.2514056302
223	0.2511125966
224	0.2504391254
225	0.2501254297
226	0.2499120495
227	0.2495560582
228	0.249205956
229	0.2488881319
230	0.2485244303
231	0.2479681118
232	0.2475003914
233	0.2471991011
234	0.2467876399
235	0.246436627
236	0.2459793489
237	0.2455549967
238	0.2451715436
239	0.2447527363
240	0.2442662561
241	0.243633765
242	0.2433607258
243	0.2429508431
244	0.2423034979
245	0.2418847918
246	0.2414646287
247	0.2411968106
248	0.2409060436
249	0.2406924205
250	0.2404050533
251	0.2398258668
252	0.2397643865
253	0.2394623878
254	0.2393585714
255	0.2390179604
256	0.2387350454
257	0.2385149464
258	0.2382577326
259	0.2379663989
260	0.2377679942
261	0.2374199966
262	0.2372245869
263	0.236910952
264	0.2368724609
265	0.2364376866
266	0.2358756207
267	0.2355355561
268	0.2355037433
269	0.2350101598
270	0.2347461868
271	0.2345389384
272	0.2339624435
273	0.2337493263
274	0.2334175387
275	0.2331508134
276	0.2328336369
277	0.2324874809
278	0.2321423165
279	0.2319939784
280	0.2316140871
281	0.2313461476
282	0.2312828863
283	0.2309307199
284	0.2306501929
285	0.2305549367
286	0.2303186076
287	0.2299849986
288	0.2296281372
289	0.2293442508
290	0.2288825003
291	0.2286197618
292	0.2281712464
293	0.2278456715
294	0.2275724096
295	0.2273468264
296	0.2271049726
297	0.2268408376
298	0.2266077667
299	0.2262858952
300	0.2260950186
301	0.2257452807
302	0.2255414523
303	0.2251140645
304	0.225090124
305	0.2248890884
306	0.2246632016
307	0.2243840912
308	0.2241584271
309	0.2239470098
310	0.2235507062
311	0.2233267015
312	0.223051679
313	0.2228112417
314	0.2225436867
315	0.2222533244
316	0.2219709761
317	0.2217649622
318	0.2216096422
319	0.2214522379
320	0.2212948133
321	0.220988747
322	0.2207186826
323	0.2205384508
324	0.2203360593
325	0.2199213399
326	0.2196643487
327	0.2194103525
328	0.2191313433
329	0.2188065375
330	0.2187685726
331	0.2185983379
332	0.2183579209
333	0.2180149624
334	0.2178436956
335	0.2175626019
336	0.2173992276
337	0.2171686256
338	0.2169328024
339	0.216738182
340	0.2164058277
341	0.2161683653
342	0.2156856896
343	0.215444544
344	0.215283578
345	0.2150664741
346	0.2149718655
347	0.2148017928
348	0.2145461574
349	0.2142975443
350	0.214264315
351	0.2142369139
352	0.2140680149
353	0.21381327
354	0.2135932519
355	0.2133723435
356	0.2131812241
357	0.2129553373
358	0.2127383346
359	0.212550271
360	0.2122997962
361	0.2119833887
362	0.2116920551
363	0.2113991834
364	0.2111865317
365	0.2109249871
366	0.2108052238
367	0.210597854
368	0.2104634593
369	0.2102176389
370	0.2100353632
371	0.2098427057
372	0.2097405892
373	0.209489062
374	0.2091891883
375	0.2091401537
376	0.2084236381
377	0.2082797319
378	0.2081038106
379	0.2078637983
380	0.2077191029
381	0.2074798191
382	0.2072656699
383	0.2070547586
384	0.2068623845
385	0.2066723984
386	0.2065165725
387	0.2062565862
388	0.2060757675
389	0.2059230177
390	0.2056868302
391	0.2054205906
392	0.2052178348
393	0.2048641304
394	0.2047332367
395	0.2044946005
396	0.2042510467
397	0.2039755992
398	0.2038203805
399	0.2036443175
400	0.2034282457
401	0.2030747841
402	0.2028680619
403	0.2027422072
404	0.2025047246
405	0.2022785545
406	0.2021383112
407	0.2018985417
408	0.2016540368
409	0.2014744121
410	0.2013175137
411	0.201069872
412	0.2008995968
413	0.2007573096
414	0.2004657938
415	0.2002338359
416	0.2000885334
417	0.1999405798
418	0.1997825076
419	0.1995845683
420	0.1994395895
421	0.1991127195
422	0.1989783652
423	0.1987566473
424	0.1986214633
425	0.1986014488
426	0.1984954265
427	0.1982787274
428	0.1981577094
429	0.1977959708
430	0.1975098988
431	0.1971250089
432	0.1969615132
433	0.1968258638
434	0.1966718188
435	0.1963996699
436	0.1961935953
437	0.1959617386
438	0.1957347185
439	0.1955387017
440	0.1953773916
441	0.1951948527
442	0.1950466563
443	0.1950073356
444	0.1948744181
445	0.1946712576
446	0.1945157758
447	0.194361407
448	0.1941525801
449	0.1939035219
450	0.193689231
451	0.1935143215
452	0.1933404036
453	0.1931753497
454	0.1930343576
455	0.1930218915
456	0.1927042901
457	0.192454645
458	0.1921715478
459	0.1919595235
460	0.1917401126
461	0.1915944255
462	0.1914404615
463	0.1912041931
464	0.1909640391
465	0.1906113668
466	0.190479016
467	0.1903373359
468	0.1901841206
469	0.1900437559
470	0.1897781234
471	0.1895798603
472	0.1893517677
473	0.1891786188
474	0.1889916683
475	0.1888150387
476	0.1886650006
477	0.1884263645
478	0.1882250253
479	0.188045603
480	0.1878530467
481	0.1876195913
482	0.1875142368
483	0.1873755316
484	0.1871706509
485	0.1870257936
486	0.1868446511
487	0.1866427251
488	0.1864504522
489	0.1862229869
490	0.185960734
491	0.1857738441
492	0.1855896863
493	0.1853487026
494	0.185181544
495	0.18507538
496	0.1848911413
497	0.1848054168
498	0.1846901664
499	0.1845067169
500	0.1842853632
501	0.1840691498
502	0.1839040553
503	0.1837767233
504	0.1836514555
505	0.1834766472
506	0.1831964845
507	0.183018843
508	0.1828180503
509	0.1825852829
510	0.1824162624
511	0.1821993609
512	0.1821089415
513	0.1819391925
514	0.1818283335
515	0.1816973993
516	0.1813940853
517	0.1813103845
518	0.1811074062
519	0.1809997042
520	0.1807475496
521	0.1806022471
522	0.1804949499
523	0.1802875396
524	0.1801485105
525	0.1799678537
526	0.1797508511
527	0.1796518308
528	0.1794650017
529	0.1793048855
530	0.1791986002
531	0.1790035952
532	0.17883417
533	0.1783366403
534	0.1781772528
535	0.1779262112
536	0.1776999602
537	0.1775356145
538	0.1773962212
539	0.177220907
540	0.1770529186
541	0.1768972749
542	0.1767859707
543	0.1766561293
544	0.176288016
545	0.1760887208
546	0.1759177171
547	0.1757193529
548	0.1756142615
549	0.1755298929
550	0.1752849428
551	0.1751907794
552	0.1750171651
553	0.1748708305
554	0.1747415153
555	0.1745349145
556	0.1743580218
557	0.1742114847
558	0.1739815101
559	0.1737709226
560	0.1736540734
561	0.1734767557
562	0.173317611
563	0.1731603685
564	0.173033077
565	0.1729102984
566	0.1727127638
567	0.1726003264
568	0.1724553881
569	0.1723439625
570	0.1721587321
571	0.1720130855
572	0.1718728625
573	0.1716197972
574	0.1714499673
575	0.1712792064
576	0.17117881
577	0.1709542387
578	0.170685773
579	0.1705635408
580	0.1704522771
581	0.1703770961
582	0.1702136814
583	0.1700697145
584	0.169938497
585	0.1697682218
586	0.1696095425
587	0.1695212682
588	0.1695120198
589	0.1693301892
590	0.169097948
591	0.1689072941
592	0.1688015348
593	0.1686786955
594	0.1685518391
595	0.1682884732
596	0.1681573771
597	0.1679695968
598	0.1677992306
599	0.1677015257
600	0.1675987414
601	0.1674199059
602	0.1672656788
603	0.1671270241
604	0.1670252415
605	0.1669710161
606	0.1668333228
607	0.1666910457
608	0.1664980847
609	0.1663140078
610	0.1661630389
611	0.165955072
612	0.1658544531
613	0.1655143378
614	0.1653983589
615	0.1652474911
616	0.1651165873
617	0.1649552873
618	0.1647438498
619	0.1646374127
620	0.1645051934
621	0.1644066386
622	0.1641637324
623	0.164026889
624	0.1638845208
625	0.1637461798
626	0.1636342382
627	0.163500916
628	0.1632653255
629	0.1631596675
630	0.1629796988
631	0.1628602188
632	0.1627438452
633	0.1625765651
634	0.1624238963
635	0.1622873058
636	0.1621510796
637	0.1619866732
638	0.1618418563
639	0.1616478127
640	0.1614806743
641	0.1613507418
642	0.1611894418
643	0.1610674929
644	0.1609447548
645	0.1606960607
646	0.1605143718
647	0.1603717608
648	0.1602128286
649	0.1600768452
650	0.1599462753
651	0.1597081451
652	0.1595835856
653	0.1594804471
654	0.1592979993
655	0.1591758277
656	0.1590686924
657	0.1589574894
658	0.158829267
659	0.1586875363
660	0.1585721746
661	0.1584020613
662	0.1583116823
663	0.158165975
664	0.1580289494
665	0.1578423632
666	0.1576650354
667	0.1575470833
668	0.1573449043
669	0.1572281361
670	0.1570832889
671	0.1569258946
672	0.156797055
673	0.1565717349
674	0.156405497
675	0.1563148853
676	0.1561439828
677	0.155962304
678	0.1558318049
679	0.1557028539
680	0.1555580067
681	0.1554273761
682	0.1552925462
683	0.1551534767
684	0.154962327
685	0.1548820564
686	0.1547733628
687	0.154654409
688	0.1545406157
689	0.1543862064
690	0.1543109344
691	0.1541477321
692	0.1540177693
693	0.1538291189
694	0.1536250882
695	0.1534871519
696	0.1533885668
697	0.1531977509
698	0.1530051644
699	0.152890602
700	0.1526951114
701	0.1525732738
702	0.1525052264
703	0.1522916944
704	0.1521828895
705	0.1519667672
706	0.151817913
707	0.1517231122
708	0.151558726
709	0.1514291578
710	0.1512994986
711	0.1511726827
712	0.1508469155
713	0.1507450216
714	0.1506307224
715	0.1505029957
716	0.1503772827
717	0.1502804987
718	0.1501108205
719	0.1500337474
720	0.1498605784
721	0.1497209624
722	0.149520453
723	0.1494482975
724	0.149303167
725	0.149091001
726	0.1488958645
727	0.1487502281
728	0.1486007971
729	0.1484567797
730	0.1482731682
731	0.1481695036
732	0.1481025288
733	0.147996638
734	0.1478634677
735	0.1477736654
736	0.147678895
737	0.1474968823
738	0.1473617691
739	0.147269842
740	0.1471855442
741	0.1469995549
742	0.1468433851
743	0.146705297
744	0.1466451017
745	0.1464831845
746	0.1463482231
747	0.1462375868
748	0.1460998731
749	0.1459901474
750	0.1458012541
751	0.1456215788
752	0.1455565266
753	0.1454554219
754	0.1453703754
755	0.1452757668
756	0.1451581284
757	0.1450271639
758	0.1448849374
759	0.1447073161
760	0.1444852137
761	0.1443415504
762	0.1441721859
763	0.1440459669
764	0.1438646828
765	0.1437308142
766	0.1436081873
767	0.1435061416
768	0.1433571762
769	0.1432551912
770	0.1431220208
771	0.1429775581
772	0.1428533426
773	0.142685587
774	0.1425432795
775	0.1424409707
776	0.1423520994
777	0.1422496388
778	0.142187096
779	0.1420933071
780	0.1419616443
781	0.1418418001
782	0.1417105927
783	0.1415619207
784	0.141393224
785	0.1412853702
786	0.1411447222
787	0.1410555069
788	0.1409100627
789	0.1407456866
790	0.1405447725
791	0.1404404804
792	0.1403547863
793	0.1402859801
794	0.1401346975
795	0.1400251539
796	0.1398906277
797	0.1397825918
798	0.1396845631
799	0.1395670462
800	0.1394336026
801	0.1392516506
802	0.139164206
803	0.1390025518
804	0.1389302547
805	0.1388411102
806	0.138756347
807	0.1385815185
808	0.1384598529
809	0.138330315
810	0.1382281277
811	0.138159706
812	0.138047137
813	0.1379339811
814	0.1378077014
815	0.1377602251
816	0.1377376709
817	0.1376437908
818	0.137474315
819	0.1373597223
820	0.1372860491
821	0.1371657191
822	0.1370140419
823	0.1369074024
824	0.1367422674
825	0.1366330274
826	0.1365710614
827	0.1365100667
828	0.1363271635
829	0.1362656022
830	0.1361479132
831	0.1360891851
832	0.1360425486
833	0.1359491948
834	0.1357910012
835	0.1356664214
836	0.135529234
837	0.1354226046
838	0.1353069292
839	0.1352015646
840	0.1351699238
841	0.1350194001
842	0.1349334328
843	0.1348585656
844	0.1348020332
845	0.1347468769
846	0.1346217507
847	0.1345100924
848	0.1343831045
849	0.1342524941
850	0.134148536
851	0.1340053583
852	0.1338586189
853	0.1337427007
854	0.1336382164
855	0.1334710881
856	0.1334383343
857	0.1333282646
858	0.1331768707
859	0.1331501982
860	0.1330577954
861	0.1329405415
862	0.132822033
863	0.1327531255
864	0.1325488318
865	0.1324225521
866	0.13230204
867	0.1321947023
868	0.1320972505
869	0.1320796543
870	0.1319746337
871	0.1319544472
872	0.1318679335
873	0.1317757129
874	0.1316694579
875	0.1315811633
876	0.1314495613
877	0.1313460383
878	0.1312596258
879	0.1311488882
880	0.1310579527
881	0.1310025435
882	0.1308996074
883	0.130789487
884	0.1306818863
885	0.1305873688
886	0.1305025347
887	0.1303613403
888	0.1303394539
889	0.1300996743
890	0.1299967787
891	0.1299348227
892	0.1298411855
893	0.1297650535
894	0.1296425177
895	0.1295536059
896	0.1294139697
897	0.1293248353
898	0.1292457587
899	0.1291854926
900	0.1290976938
901	0.1289840725
902	0.1289173001
903	0.1288746807
904	0.128776389
905	0.1286468714
906	0.1285603779
907	0.1284473536
908	0.1283819675
909	0.1282241988
910	0.1280869709
911	0.1279598008
912	0.1278619644
913	0.1278464324
914	0.127751662
915	0.127640287
916	0.1275128032
917	0.1274334231
918	0.1272669829
919	0.1271516313
920	0.127058581
921	0.127014292
922	0.1268611172
923	0.1267165635
924	0.1266084871
925	0.1265013518
926	0.1264080991
927	0.1263111228
928	0.1261392084
929	0.1259413501
930	0.1258507889
931	0.1257986581
932	0.12571689
933	0.1255685519
934	0.1253541901
935	0.1251448573
936	0.1250667724
937	0.1250097745
938	0.1248840413
939	0.124778788
940	0.1246857377
941	0.1246282845
942	0.1245669761
943	0.1244607211
944	0.124247523
945	0.1241438887
946	0.1240404871
947	0.1239495921
948	0.1238370737
949	0.1237779206
950	0.1236655236
951	0.1235065407
952	0.1233744328
953	0.1232040261
954	0.1230715033
955	0.122942785
956	0.1228265734
957	0.1226319327
958	0.1225585934
959	0.1225116331
960	0.1223831476
961	0.1223039091
962	0.1221532336
963	0.1220384588
964	0.1219393171
965	0.1219032546
966	0.1218148892
967	0.1217609269
968	0.1217076122
969	0.1215269554
970	0.1214719003
971	0.1214120389
972	0.1213067856
973	0.1211860711
974	0.1211398394
975	0.121079978
976	0.1209842868
977	0.1209095308
978	0.1208234623
979	0.1207084143
980	0.1205985469
981	0.120466095
982	0.1204050396
983	0.1203015267
984	0.1202170367
985	0.1200320087
986	0.119974171
987	0.1198502388
988	0.1197869776
989	0.1196637335
990	0.1196127663
991	0.1195242592
992	0.1194340927
993	0.1194214141
994	0.1192730963
995	0.1191810477
996	0.119083697
997	0.1189862856
998	0.118895593
999	0.1188083912
